displacement,from_city,to_city,from_state,to_state,anomaly
0,1367,1367,9,9,0
0,1411,1411,29,29,0
675.5821059,1536,849,31,31,0
40.40759082,2642,1290,31,31,0
12.45266937,2596,2596,16,16,0
0,291,291,42,42,0
0,483,483,16,16,0
0,1119,1119,31,31,0
0,1553,1553,54,54,0
12.37405394,747,1367,18,18,0
0,928,928,54,54,0
0,430,430,42,42,0
0,819,819,29,29,0
0,2237,2237,41,41,0
3.232360756,831,831,29,29,0
14.67283662,550,550,32,32,0
0,1215,1215,0,0,0
821.3478719,2644,2502,32,32,0
0,508,508,41,41,0
797.4730895,898,1959,13,13,0
207.3229896,717,2290,48,47,0
4.842479825,1683,649,29,29,0
8.650092996,2644,2644,32,32,0
0,2787,2787,29,29,0
0.008279183,801,801,36,36,0
0,906,906,46,46,0
0,621,621,23,23,0
0,2697,2697,12,12,0
0,2502,2502,32,32,0
14.25644354,1129,2043,31,31,0
0,1722,1722,48,48,0
0,354,354,16,16,0
0,661,661,12,12,0
0,831,831,29,29,0
0,2502,2502,32,32,0
0,2153,2153,49,49,0
15.67406792,1421,1110,16,16,0
0,1996,1996,2,2,0
548.4358004,656,1893,48,47,0
862.6683986,1642,2845,35,53,0
0,1347,1347,31,31,0
0,831,831,29,29,0
0,902,902,3,3,0
141.5556546,647,1892,38,38,0
34.86992879,710,2851,20,20,0
0,2250,2250,38,38,0
0,1081,1081,8,8,0
2771.970616,2807,926,28,15,1
0,1379,1379,35,35,0
0,633,633,50,50,0
1.867114489,1018,1018,52,52,0
0,200,200,7,7,0
0,2709,2709,31,31,0
0,923,923,37,37,0
3.896770871,227,227,54,54,0
0,689,689,54,54,0
0,1336,1336,20,20,0
0,2835,2835,53,53,0
18.30833944,508,438,41,41,0
65.30320746,910,831,29,29,0
0,361,361,31,31,0
5.135582638,477,1852,7,7,0
1.839666602,1857,1857,31,31,0
0.034321423,759,759,31,31,0
747.3434443,1722,1171,48,16,0
39.43447643,923,867,37,37,0
1.513629747,1245,1245,45,45,0
0,2722,2722,29,29,0
0,298,298,25,25,0
0,2077,2077,29,29,0
0,1743,1743,3,3,0
0,2644,2644,32,32,0
3.3585565,2246,2246,35,35,0
0,2103,2103,3,3,0
0,236,236,11,11,0
2685.518431,1481,1984,7,31,1
0,1486,1486,16,16,0
0,2174,2174,31,31,0
0,508,508,41,41,0
0,447,447,32,32,0
0,910,910,20,20,0
224.214618,464,649,29,29,0
4.125259028,1327,1327,29,29,0
4.030882086,2203,1984,31,31,0
25.47170616,1169,1489,53,53,0
0,2502,2502,32,32,0
0,2514,2514,50,50,0
1584.231628,1837,2787,35,35,1
0,1056,1056,54,54,0
0,1865,1865,9,9,0
112.3910732,1151,2447,42,29,0
343.8197516,2814,2397,16,16,0
490.0459461,647,2458,29,29,0
103.1425585,1423,902,3,3,0
12.85285403,1579,2230,32,32,0
484.8342006,2638,1081,0,8,0
0.217235078,1722,1722,48,48,0
28.27876159,750,689,54,54,0
0,1252,1252,31,31,0
0,1696,1696,0,0,0
0,2710,2710,29,29,0
11.49422634,2213,1508,31,31,0
0,1005,1005,54,54,0
14.93383786,162,528,31,31,0
0,853,853,36,36,0
1208.923201,1936,2166,29,32,1
6.729991129,1865,1865,9,9,0
0,1707,1707,46,46,0
0,2395,2395,31,31,0
66.94273528,88,2174,31,31,0
0,1231,1231,32,32,0
4.148445745,1791,1791,19,19,0
325.1895765,1152,2151,46,48,0
0,2314,2314,54,54,0
0,1897,1897,7,7,0
0,1284,1284,29,29,0
0,137,137,48,48,0
21.85740399,2585,1203,31,31,0
0,2112,2112,52,52,0
609.2357531,2004,435,42,20,0
1904.160199,1090,26,54,23,1
0,1950,1950,46,46,0
86.30409742,735,1627,13,50,0
0.039753369,1350,2425,29,29,0
4.643057452,2654,2654,29,29,0
0.039753369,1350,2425,29,29,0
0.039753369,1350,2425,29,29,0
2.209907438,1350,2425,29,29,0
0.039753369,1350,2425,29,29,0
0.039753369,1350,2425,29,29,0
0.039753369,1350,2425,29,29,0
895.6342519,1989,660,12,9,0
784.2624533,2268,1169,52,52,0
2.209907438,1350,2425,29,29,0
0,1977,1977,38,38,0
0.039753369,1350,2425,29,29,0
0.039753369,1350,2425,29,29,0
17.32747422,37,37,49,49,0
423.5515679,675,888,47,52,0
9.587973225,1634,2022,1,1,0
0.0843056,1773,1773,29,29,0
18.45678183,928,2485,54,54,0
0,1148,1148,48,48,0
2.209907438,1350,2425,29,29,0
0.039753369,1350,2425,29,29,0
0,1350,1350,29,29,0
0.039753369,1350,2425,29,29,0
65.74984017,1373,215,27,11,0
0.039753369,1350,2425,29,29,0
1.343556691,384,384,50,50,0
2.209907438,1350,2425,29,29,0
0.039753369,1350,2425,29,29,0
0,31,31,16,16,0
0,1871,1871,5,5,0
173.2023022,1817,1208,16,19,0
24.04148528,550,1563,32,32,0
0,796,796,31,31,0
0.913481202,2734,2734,28,28,0
0,2052,2052,41,41,0
0,266,266,14,14,0
0,2278,2278,13,13,0
2174.973007,2485,321,54,31,1
0,1087,1087,53,53,0
0,1983,1983,31,31,0
0.373669913,707,707,36,36,0
740.4460246,227,526,5,5,0
0,2644,2644,32,32,0
22.06978062,989,1893,47,47,0
33.0810383,1101,903,31,31,0
0,767,767,47,47,0
0,1327,1327,29,29,0
0,170,170,16,16,0
0,1253,1253,16,16,0
0,2563,2563,52,52,0
2.209907438,1350,2425,29,29,0
0,1865,1865,9,9,0
0.039753369,1350,2425,29,29,0
141.6560193,823,2527,7,48,0
0.039753369,1350,2425,29,29,0
0,2244,2244,5,5,0
1285.679365,2779,274,38,38,1
0,957,957,43,43,0
0,2268,2268,52,52,0
0,699,699,31,31,0
0,1527,1527,20,20,0
23.82886686,2142,1391,32,32,0
10.14042817,1870,20,54,54,0
0,1252,1252,31,31,0
0,1366,1366,25,25,0
213.3678448,160,2131,54,54,0
11.05629052,1476,2539,48,48,0
191.0976842,550,2502,32,32,0
0,1716,1716,31,31,0
17.89394739,881,228,54,54,0
0,910,910,29,29,0
0,1375,1375,42,42,0
0,2775,2775,45,45,0
20.11490264,910,910,29,29,0
0,2502,2502,32,32,0
9.604692772,642,727,8,8,0
17.01926247,342,1633,31,31,0
62.04509409,1018,2268,52,52,0
0,2502,2502,32,32,0
0,227,227,14,14,0
0,1640,1640,21,21,0
694.0648415,1590,1323,11,18,0
0,4,4,32,32,0
0,1481,1481,7,7,0
0,1659,1659,54,54,0
14.03448175,1414,1716,31,31,0
5.400477632,170,1218,53,53,0
0,1278,1278,31,31,0
0.688928487,1391,1391,32,32,0
0,2452,2452,31,31,0
9.747104577,1609,1057,48,48,0
3.755026525,1526,1526,43,43,0
0,302,302,53,53,0
2324.401076,88,1222,31,25,1
24.1349724,2677,357,43,43,0
1021.80216,2607,2607,32,32,0
0,481,481,31,31,0
89.63029783,377,1984,31,31,0
0,815,815,31,31,0
0,2638,2638,0,0,0
0,2375,2375,32,32,0
6.467852614,474,1327,29,29,0
24.62161208,717,2042,48,48,0
0,1508,1508,29,29,0
1.00090383,1083,1083,9,9,0
0,1795,1795,53,53,0
0,2375,2375,32,32,0
6.626736676,2480,2480,31,31,0
522.3134626,1194,595,46,42,0
0,1302,1302,54,54,0
65.94867492,1194,2364,46,48,0
0,2293,2293,36,36,0
396.5232803,1388,1121,51,51,0
0,2540,2540,44,44,0
1676.320572,56,1252,29,31,1
0.538402275,274,274,38,38,0
8.524846108,2540,2540,44,44,0
1489.477463,1865,1533,9,41,1
40.62576496,2349,2349,26,26,0
0,1433,1433,11,11,0
1716.525883,1630,1222,32,25,1
13.41463306,550,1774,32,32,0
0,1810,1810,20,20,0
8.959703302,405,1958,54,54,0
0,2627,2627,54,54,0
0,2540,2540,44,44,0
2.175187007,37,37,49,49,0
0,635,635,18,18,0
9.079771523,199,910,29,29,0
24.60318016,331,509,52,52,0
0,1151,1151,42,42,0
0,945,945,41,41,0
0,1706,1706,14,14,0
0,742,742,7,7,0
265.1191612,642,2822,11,48,0
0,2290,2290,47,47,0
296.87019,1456,2026,48,48,0
7.587342846,121,121,15,15,0
0,833,833,38,38,0
10.15149729,169,1005,54,54,0
1828.766145,1087,1956,53,31,1
0,1211,1211,54,54,0
0,898,898,13,13,0
7.694387658,148,1327,29,29,0
0,2659,2659,9,9,0
0,1314,1314,11,11,0
823.7969736,1169,759,52,31,0
94.88426779,721,828,32,32,0
0,1373,1373,27,27,0
572.1555001,1418,1471,36,38,0
0,642,642,50,50,0
0,476,476,31,31,0
28.61957931,2521,2057,8,8,0
0,2513,2513,29,29,0
9.096584779,610,759,31,31,0
0,2581,2581,25,25,0
0,1210,1210,9,9,0
390.6837574,2416,675,55,47,0
0,1650,1650,19,19,0
2360.520076,2763,517,31,31,1
0,1384,1384,18,18,0
0,1955,1955,29,29,0
0,2553,2553,19,19,0
0,2273,2273,19,19,0
0,336,336,13,13,0
80.01096589,1252,2105,31,31,0
349.3132882,1284,2606,29,29,0
0,2081,2081,3,3,0
6.474639196,379,413,16,16,0
205.832404,1011,755,16,39,0
8.069427905,4,4,32,32,0
429.581326,1893,1893,47,47,0
0,1750,1750,18,18,0
524.8242146,972,2817,16,16,0
429.581326,1893,1893,47,47,0
1.53996232,1938,1938,54,54,0
0,910,910,29,29,0
0,1267,1267,44,44,0
0,717,717,48,48,0
1022.493789,2009,1338,54,48,0
0,170,170,16,16,0
1135.878119,1739,966,31,37,0
0,1252,1252,31,31,0
0,1327,1327,29,29,0
42.66588352,2684,910,29,29,0
656.1773597,2750,287,20,42,0
0,2623,2623,46,46,0
0,1152,1152,46,46,0
185.4146859,717,1017,48,7,0
4.822698902,2232,1832,53,53,0
0,2537,2537,13,13,0
2565.258373,144,846,31,27,1
725.712486,647,2800,29,29,0
0,910,910,29,29,0
561.8255196,992,2821,18,21,0
0,630,630,47,47,0
383.2845009,1958,1991,54,20,0
883.127432,1158,1158,35,35,0
0,748,748,53,53,0
0,2463,2463,2,2,0
0,2692,2692,13,13,0
0,313,313,32,32,0
4.383389537,2686,2686,41,41,0
0,1081,1081,8,8,0
1.006274813,190,190,32,32,0
475.9946443,1431,1517,35,35,0
0,359,359,31,31,0
117.2471698,1355,599,31,31,0
0,178,178,54,54,0
690.8125578,1770,1481,7,7,0
0,2627,2627,54,54,0
2.209907438,1350,2425,29,29,0
0,1051,1051,18,18,0
1.643772145,2268,2268,52,52,0
1961.032676,2709,1344,31,42,1
0,2510,2510,41,41,0
7.01650529,2555,3,31,31,0
0,2468,2468,5,5,0
0,2502,2502,32,32,0
0,2644,2644,32,32,0
1.306925198,1857,1857,31,31,0
0,1284,1284,29,29,0
0,1284,1284,29,29,0
4.822698902,2232,1832,53,53,0
0,750,750,54,54,0
987.7184408,2290,2460,47,16,0
0,1057,1057,48,48,0
0,989,989,21,21,0
11.70352936,774,2123,31,31,0
0,717,717,48,48,0
0,433,433,19,19,0
0,1183,1183,14,14,0
0,1961,1961,29,29,0
1.425375305,2644,1003,32,32,0
148.0631068,1071,1756,55,55,0
0,747,747,35,35,0
0,2560,2560,29,29,0
23.97064103,2644,1186,32,32,0
0,2031,2031,19,19,0
0,1294,1294,19,19,0
14.30892539,2271,478,42,42,0
0,688,688,29,29,0
44.21350182,1005,411,54,54,0
0,2266,2266,45,45,0
22.30719122,1313,192,54,54,0
8.338152229,2204,910,29,29,0
0,2666,2666,31,31,0
60.63351345,38,2699,16,16,0
0,110,110,29,29,0
0,852,852,29,29,0
0,2822,2822,50,50,0
2107.909731,658,1327,29,29,1
0,1743,1743,3,3,0
2452.112905,2734,2556,28,3,1
0,2818,2818,42,42,0
0,2818,2818,42,42,0
0,2818,2818,42,42,0
0,1511,1511,37,37,0
21.11295832,1480,1762,7,6,0
0,2818,2818,42,42,0
0,2818,2818,42,42,0
0,1436,1436,12,12,0
0,1326,1326,19,19,0
0,647,647,38,38,0
35.23089952,1624,1759,49,49,0
20.2539886,210,2576,53,53,0
0,266,266,47,47,0
1.621742459,853,889,36,36,0
9.492655013,1958,2708,54,54,0
2106.446503,1471,709,6,31,1
0,1268,1268,23,23,0
0,291,291,42,42,0
0,1627,1627,50,50,0
0,2433,2433,54,54,0
0.804285217,891,891,37,37,0
438.7783898,1597,796,31,31,0
9.983543673,717,717,48,48,0
0,246,246,2,2,0
80.68907721,717,1194,48,46,0
50.90179764,2712,2502,3,3,0
0,464,464,48,48,0
2.676679618,1251,394,16,16,0
0,781,781,32,32,0
1720.835815,1636,2741,48,48,1
2462.706019,1630,227,25,54,1
0,207,207,18,18,0
24.57467445,2077,688,29,29,0
31.4036333,1362,1087,53,53,0
0,227,2523,14,14,0
0,1003,1003,32,32,0
23.98793747,1680,1024,31,31,0
0,1373,1373,27,27,0
110.6934358,27,1109,32,32,0
0,2493,2493,54,54,0
0,775,775,47,47,0
993.3272669,1031,256,50,50,0
0,226,226,49,49,0
229.7381359,772,822,17,17,0
2.726732932,2806,2276,31,31,0
0,1579,1579,32,32,0
2.530842348,229,1255,9,9,0
869.5308395,1749,2131,35,54,0
0,313,313,32,32,0
0,1627,1627,50,50,0
1.610940079,2457,2457,38,38,0
0,284,284,53,53,0
0,2052,2052,41,41,0
19.13623728,2502,828,32,32,0
0,110,110,29,29,0
0,2268,2268,52,52,0
0,391,391,31,31,0
0,2527,2527,48,48,0
105.7948845,2422,226,29,49,0
1858.563921,1762,1762,6,6,1
0,41,41,48,48,0
0,298,298,25,25,0
0,2502,2502,32,32,0
0,2486,2486,32,32,0
12.18471626,923,491,37,37,0
10.67838208,1302,2485,54,54,0
0,1296,1296,54,54,0
0,1773,1773,29,29,0
2.74702731,1532,2009,54,54,0
0,1549,1549,23,23,0
12.65654294,320,582,31,31,0
0,1702,1702,49,49,0
0,204,204,54,54,0
1771.578572,2689,2689,0,0,1
0,1194,1194,46,46,0
0,1999,1999,54,54,0
0,1526,1526,43,43,0
1.376662941,1439,1439,31,31,0
0,2304,2304,51,51,0
0,508,508,41,41,0
0,288,288,4,4,0
4.211716635,240,2447,23,23,0
18.08243302,2599,2227,54,54,0
0,2847,2847,44,44,0
0,1398,1398,31,31,0
16.79445576,534,1323,18,18,0
0,910,910,29,29,0
31.54210333,379,910,29,29,0
0,688,688,29,29,0
0,1129,1129,31,31,0
6.803546412,2816,1869,50,50,0
0,2644,2644,32,32,0
4.420347017,684,2079,21,21,0
111.4658934,923,1690,37,37,0
0,916,916,32,32,0
0,721,721,32,32,0
3.695587513,2540,2540,44,44,0
0,2805,2805,23,23,0
2.248745071,910,199,29,29,0
166.9888197,62,841,48,48,0
0,2304,2304,51,51,0
0,1398,1398,31,31,0
0,1722,1722,48,48,0
0,1313,1313,54,54,0
1102.49809,728,728,46,46,0
0,1958,1958,54,54,0
0,2552,2552,7,7,0
0,27,27,32,32,0
14.34781221,1193,2293,36,36,0
10.05030999,2012,1095,54,54,0
0,1152,1152,46,46,0
7.875817212,1278,849,31,31,0
0,1215,1215,0,0,0
0,1611,1611,7,7,0
0,1796,1796,7,7,0
188.602259,2052,2197,41,41,0
0,1255,1255,9,9,0
0,1279,1279,16,16,0
0,688,688,29,29,0
0,1072,1072,53,53,0
0,1029,1029,14,14,0
1228.539037,1511,2629,37,37,1
3.55471157,752,2110,46,46,0
0,197,197,41,41,0
1.848520344,2171,1929,31,31,0
1858.563921,1762,1762,6,6,1
0,2687,2687,28,28,0
0,2528,2528,7,7,0
1858.563921,1762,1762,6,6,1
2.655211604,104,104,31,31,0
0,563,563,40,40,0
0,1242,1242,7,7,0
0,1278,1278,31,31,0
0,379,379,16,16,0
0.047537387,1408,1408,42,42,0
0,747,747,19,19,0
0,1688,1688,3,3,0
0,1005,1005,54,54,0
1900.532216,675,508,47,41,1
0,852,852,29,29,0
0.047942011,2581,2581,25,25,0
11.39631722,1629,2081,3,3,0
0,2266,2266,45,45,0
0,1278,1278,31,31,0
0,2016,2016,29,29,0
0,2079,2079,21,21,0
4.959887717,794,794,21,21,0
15.97832022,2644,2644,32,32,0
0,17,17,31,31,0
0,1069,1069,48,48,0
0,594,594,29,29,0
0,394,394,16,16,0
17.95848038,2784,692,25,25,0
190.4571889,1241,2136,49,36,0
0,2782,2782,48,48,0
0,2525,2525,46,46,0
0,2641,2641,29,29,0
5.411322271,2746,2350,11,11,0
28.63630927,537,854,13,13,0
1.579821129,1738,1738,25,25,0
71.80943681,2352,936,30,30,0
1650.431403,2268,509,52,52,1
0,77,77,54,54,0
0,2731,2731,21,21,0
0,2647,2647,16,16,0
0,804,804,20,20,0
0,758,758,19,19,0
0,2057,2057,8,8,0
0,797,797,9,9,0
0,387,387,41,41,0
0,298,298,25,25,0
10.57556936,717,2527,48,48,0
873.0689116,2083,388,32,41,0
43.68455735,1290,1278,31,31,0
0,2810,2810,28,28,0
1973.9198,1623,2763,42,31,1
0,1169,1169,53,53,0
0,2787,2787,46,46,0
0,688,688,29,29,0
6.763599759,1005,160,54,54,0
0,2308,2308,31,31,0
0,1647,1647,38,38,0
9.182220534,1909,2512,42,42,0
0,1832,1832,53,53,0
1182.71229,2352,199,30,50,0
863.2253509,1958,1958,54,54,0
2.684045578,2583,2583,42,42,0
5.479702054,2628,2627,54,54,0
58.83793013,582,2247,31,31,0
0,755,755,39,39,0
0,2067,2067,38,38,0
703.2951618,746,2142,9,32,0
2.041657552,2031,2031,19,19,0
0,2712,2712,3,3,0
1409.262586,2410,632,50,25,1
0,48,48,20,20,0
713.1843445,632,1087,25,53,0
0,174,174,20,20,0
0,2811,2811,42,42,0
0,1056,1056,54,54,0
0,834,834,38,38,0
201.909739,465,2199,49,53,0
0,444,444,2,2,0
0,2430,2430,54,54,0
0,1869,1869,42,42,0
0,852,852,29,29,0
364.6275931,2070,564,55,55,0
156.0822773,665,2316,18,18,0
0,1218,1218,53,53,0
0,2502,2502,32,32,0
8.895886252,355,457,29,29,0
6.681474791,1208,1967,19,19,0
15.39176349,855,595,42,42,0
2.855317121,1728,1728,37,37,0
0,2422,2422,29,29,0
0,109,109,15,15,0
0,1989,1989,12,12,0
0,1585,1585,25,25,0
7.626974746,1722,717,48,48,0
0,508,508,41,41,0
1.644799664,2712,2712,3,3,0
2.855317121,1728,1728,37,37,0
0,1671,1671,31,31,0
0,1023,1023,35,35,0
11.77540954,1319,88,25,25,0
0,508,508,41,41,0
289.9111332,899,2712,25,3,0
0,37,37,49,49,0
584.0048881,2457,367,38,49,0
0,2410,2410,50,50,0
188.3767216,1865,1678,9,9,0
0,1440,1440,28,28,0
0,1367,1367,9,9,0
0,1009,1009,3,3,0
733.9452985,332,336,13,13,0
7.909367141,1909,1729,42,42,0
0,2712,2712,3,3,0
352.0695956,1284,1284,29,29,0
802.519564,902,2740,3,31,0
612.276075,2179,1481,47,7,0
1179.137259,234,227,50,54,0
0,708,708,5,5,0
0,2523,2523,14,14,0
15.06465162,1878,720,53,53,0
324.7978659,862,438,31,41,0
0,1367,1367,9,9,0
3.326952604,206,2236,52,52,0
9.461123929,1087,1087,53,53,0
0,1723,1723,34,34,0
1051.573495,1152,2146,46,32,0
11.30102939,249,1005,54,54,0
1371.592995,916,200,32,29,1
10.95261898,820,1732,31,31,0
0,1739,1739,31,31,0
3.887522557,1087,1087,53,53,0
0,1270,1270,46,46,0
0,691,691,35,35,0
1704.357986,1840,1840,29,29,1
2428.891519,2247,2374,31,31,1
0,2286,2286,19,19,0
5.634718212,2627,2627,54,54,0
17.69034292,2763,387,41,41,0
0,550,550,32,32,0
0,1835,1835,54,54,0
0,1440,1440,28,28,0
0,1267,1267,44,44,0
789.8591557,1909,1194,5,46,0
0,372,372,35,35,0
0,1526,1526,43,43,0
0,2227,2227,54,54,0
33.22875733,235,2763,31,31,0
0,995,995,46,46,0
3.387096365,853,853,36,36,0
0,2480,2480,31,31,0
0,2535,2535,35,35,0
2.926440177,1893,1893,47,47,0
0,1440,1440,28,28,0
14.77598031,508,2052,41,41,0
1.41011383,1087,1087,53,53,0
0,2739,2739,32,32,0
27.85150796,704,1005,54,54,0
0,2420,2420,49,49,0
0,2052,2052,41,41,0
43.51640392,902,2712,3,3,0
0,2052,2052,41,41,0
0,1731,1731,45,45,0
0,1728,1728,37,37,0
0,188,188,31,31,0
189.9242733,2103,2712,3,3,0
0,2763,2763,31,31,0
88.42364614,2420,2420,49,49,0
17.91601556,1154,747,35,35,0
17.49888365,1737,2677,50,50,0
0,852,852,29,29,0
0,1602,1602,31,31,0
0,780,780,42,42,0
0,334,334,31,31,0
0,2838,2838,31,31,0
0,1602,1602,31,31,0
1856.850973,1221,2210,36,3,1
1172.232951,2105,1538,31,32,0
6.988239695,1763,1763,44,44,0
2670.953663,2503,1409,6,7,1
0,146,146,31,31,0
0,1066,1066,55,55,0
6.590711251,1773,679,29,29,0
0,910,910,20,20,0
352.2482678,910,910,29,29,0
0,2440,2440,31,31,0
0,450,450,31,31,0
1.208854088,891,891,37,37,0
0,564,564,55,55,0
1006.737764,96,2388,29,29,0
0,1592,1592,16,16,0
0,2736,2736,20,20,0
10.17215727,1773,1773,29,29,0
1561.3109,2537,2241,42,42,1
1.017606416,1586,1586,16,16,0
0,903,903,31,31,0
0,923,923,37,37,0
0,1295,1295,45,45,0
0,842,842,46,46,0
7.656389593,2712,2712,3,3,0
0,2185,2185,6,6,0
0,2142,2142,32,32,0
0,503,503,5,5,0
0,910,910,29,29,0
0,34,34,36,36,0
0,1434,1434,19,19,0
828.6504263,1584,1393,32,32,0
0,1546,1546,13,13,0
0,1932,1932,31,31,0
0,1071,1071,55,55,0
2.209907438,1350,2425,29,29,0
0,1367,1367,9,9,0
0,1529,1529,54,54,0
0,360,360,31,31,0
0,2074,2074,31,31,0
300.1520559,1961,1396,29,29,0
0,1089,1089,48,48,0
808.0906038,237,156,49,38,0
206.656603,2556,165,3,3,0
0,703,703,54,54,0
2502.377438,98,345,11,31,1
0,1573,1573,53,53,0
41.26446827,1051,2601,32,32,0
0,559,559,17,17,0
0,1267,1267,44,44,0
0,88,88,31,31,0
0,215,215,11,11,0
17.18841997,776,2445,14,14,0
3.716344763,512,512,45,45,0
0,806,806,8,8,0
0,1278,1278,31,31,0
2.836892492,1696,1696,0,0,0
0,197,197,41,41,0
12.41924151,1520,1878,53,53,0
1.184277045,2779,2779,38,38,0
0,1005,1005,54,54,0
9.866781196,1865,1865,9,9,0
2.980849725,1495,2239,32,32,0
0,2480,2480,31,31,0
0,1830,1830,20,20,0
0,2627,2627,54,54,0
0,2510,2510,41,41,0
13.31143853,2853,261,54,54,0
0,582,582,31,31,0
6.737677978,2587,468,20,18,0
0,815,815,31,31,0
0,193,193,54,54,0
6.751237145,2154,1212,31,31,0
0,923,923,37,37,0
1.243704659,1783,1783,31,31,0
0,563,563,40,40,0
19.18562044,1870,2012,54,54,0
0,1844,1844,31,31,0
0,2712,2712,3,3,0
0,216,216,46,46,0
42.20779543,333,1968,5,5,0
0,610,610,31,31,0
2733.683005,2294,632,25,25,1
0,2094,2094,32,32,0
0,995,995,46,46,0
0,2625,2625,31,31,0
0,2666,2666,31,31,0
1082.832436,169,169,54,54,0
1.41011383,1087,1087,53,53,0
741.8505946,682,682,54,54,0
18.47337843,1908,1975,29,29,0
0,2787,2787,38,38,0
0,811,811,2,2,0
169.1707941,1194,2067,46,38,0
0,2787,2787,38,38,0
50.05303034,2730,2116,31,31,0
0,48,48,20,20,0
0,993,993,42,42,0
0,2795,2795,9,9,0
330.4731894,2566,843,9,53,0
0,1376,1376,32,32,0
4.44980115,2031,390,19,19,0
6.815456329,2822,2822,48,48,0
2698.16958,127,2210,3,3,1
0,2845,2845,16,16,0
0,2334,2334,32,32,0
127.4928114,438,1224,53,53,0
0,2319,2319,32,32,0
0,902,902,49,49,0
0,1952,1952,25,25,0
0,2852,2852,41,41,0
11.10952597,2693,2286,19,19,0
0,2852,2852,41,41,0
30.37066606,35,2367,32,32,0
2.99349714,550,550,32,32,0
0,206,206,52,52,0
2752.702539,2540,1440,44,28,1
0.09383362,273,273,5,5,0
0,1706,1706,14,14,0
0,1526,1526,43,43,0
4.493003067,1274,804,20,20,0
0,1323,1323,18,18,0
32.91023512,2144,1123,54,54,0
365.864955,115,365,29,29,0
4.649986664,736,747,18,18,0
0,104,104,31,31,0
0,310,310,48,48,0
27.14594575,1005,2479,54,54,0
0,1630,1630,32,32,0
571.1052951,1921,2798,37,0,0
0,1278,1278,31,31,0
0,2155,2155,13,13,0
0,1087,1087,53,53,0
0.096527411,2527,2527,48,48,0
53.40658609,1850,1844,31,31,0
3.520940658,2236,2236,52,52,0
2.120594702,355,355,42,42,0
0,1419,1419,20,20,0
86.91070869,2604,1859,54,54,0
6.346444302,68,778,19,19,0
0,1087,1087,53,53,0
0,2062,2062,31,31,0
0,2502,2502,32,32,0
0,512,512,45,45,0
0,134,134,35,35,0
30.00098611,572,2154,31,31,0
24.28193538,572,1203,31,31,0
0,1865,1865,9,9,0
0,1980,1980,45,45,0
2.632575693,1241,1241,49,49,0
0,1221,1221,36,36,0
1.225136141,1008,1008,32,32,0
0,1051,1051,18,18,0
0,2435,2435,42,42,0
2.810841457,1056,1005,54,54,0
0,1290,1290,46,46,0
176.1859962,807,2339,16,16,0
958.1300353,1169,2268,52,52,0
0,2654,2654,29,29,0
0,573,573,9,9,0
0,780,780,42,42,0
539.2506361,1255,660,18,9,0
0,1418,1418,36,36,0
0,299,299,13,13,0
0,2299,534,18,18,0
0,960,960,1,1,0
0,2426,2426,23,23,0
0,747,747,19,19,0
0,2822,2822,50,50,0
0,499,499,29,29,0
0,384,384,50,50,0
0,1618,1618,46,46,0
0,1452,1452,54,54,0
8.541686576,1005,1005,54,54,0
0,1241,1241,49,49,0
1.765314821,638,638,14,14,0
0,341,341,37,37,0
0,235,1203,31,31,0
51.10186628,2480,1937,31,31,0
0,755,755,39,39,0
0,1018,1018,52,52,0
0,462,462,38,38,0
0,2820,2820,1,1,0
0.038203078,911,911,7,7,0
0,1910,1910,25,25,0
0,572,572,31,31,0
309.8921036,431,2300,44,8,0
9.642245174,1212,2090,31,31,0
0,2136,2136,36,36,0
33.52808247,2154,610,31,31,0
13.11024253,2375,1561,32,32,0
0.936900249,917,917,23,23,0
0,1391,1391,32,32,0
6.596054054,1635,2035,14,14,0
409.1143048,1285,1005,45,37,0
335.2658384,736,1051,18,18,0
0,1722,1722,48,48,0
0,2746,2746,11,11,0
9.419811945,550,550,32,32,0
2.810841457,1056,1005,54,54,0
2461.787112,453,1278,48,31,1
0,2679,2679,3,3,0
0,1552,1552,16,16,0
0,762,762,18,18,0
0,37,37,49,49,0
0,1505,1505,19,19,0
29.37668604,2644,1126,32,32,0
0,1018,1018,52,52,0
0,2678,2678,20,20,0
0,1278,1278,31,31,0
1208.456888,1513,1344,0,42,1
0,759,759,31,31,0
0,1375,1375,42,42,0
0,1728,1728,37,37,0
2.78064887,755,755,39,39,0
25.35933035,2797,675,47,47,0
0,550,550,32,32,0
0,797,797,38,38,0
0,2566,2566,38,38,0
0,668,668,6,6,0
1197.032642,2629,2629,37,37,0
0,298,298,25,25,0
653.5768602,274,159,38,5,0
1178.649747,274,994,38,37,0
8.995492825,2335,1327,29,29,0
0,1327,1327,29,29,0
4.146952684,1738,1738,25,25,0
7.202572007,930,2458,29,29,0
14.14720301,2566,1580,32,32,0
2179.103251,2123,2123,31,31,1
0,77,77,54,54,0
0,2712,2712,3,3,0
22.81290778,2566,1342,32,32,0
0,1389,1389,53,53,0
0,2485,2485,54,54,0
4.148989614,164,1925,19,19,0
0,1120,1120,54,54,0
31.01010601,1087,1565,53,53,0
0,1773,1773,29,29,0
0,572,572,31,31,0
0,377,377,31,31,0
0,2800,2800,29,29,0
21.96319418,2528,1900,45,45,0
5.406106706,1278,1278,31,31,0
14.41090994,804,435,20,20,0
0,852,852,29,29,0
0,1252,1252,31,31,0
0,2737,2737,9,9,0
8.081881456,709,1234,31,31,0
